_CustomObjectKey,ID,hc_classificacao__c,hc_classificacao__c_old,Data_Inclusao
1129,a0i6g00000ABOVOAA5,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1130,a0i6g00000ABfvAAAT,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
1131,a0i6g00000ABg0AAAT,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1132,a0i6g00000ABiy0AAD,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
1133,a0i6g00000AEONLAA5,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1134,a0i6g00000AEU2aAAH,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
1135,a0i6g00000AFNW8AAP,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1136,a0i6g00000AH3O1AAL,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
1137,a0i6g00000AHI5FAAX,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1138,a0i6g00000AHTJJAA5,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1139,a0i6g00000AHTkTAAX,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1140,a0i6g00000AMAa4AAH,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1141,a0i6g00000AMfuoAAD,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1142,a0i6g00000AO0OJAA1,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1143,a0i6g00000AuE2XAAV,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1144,a0i6g000005QwokAAC,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1145,a0i6g000005RAGJAA4,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1146,a0i6g000006DUALAA4,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
1147,a0i6g000006DVbhAAG,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1148,a0i6g000006DWFsAAO,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
1149,a0i6g000006DXA2AAO,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
1150,a0i6g000006DXOzAAO,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
1151,a0i6g000006DbgdAAC,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1152,a0i6g000006Dg44AAC,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1153,a0i6g000006Di3JAAS,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1154,a0i6g000006Di7JAAS,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
1155,a0i6g000006Dim5AAC,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
1156,a0i6g000006Dp0hAAC,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1157,a0i6g000006DpjDAAS,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
1158,a0i6g000006DsA6AAK,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
1159,a0i6g000006DsGHAA0,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1160,a0i6g000006DxotAAC,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1161,a0i6g000006Dy2TAAS,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1162,a0i6g000006E02mAAC,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1163,a0i6g000006E58vAAC,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1164,a0i6g000006E5wbAAC,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1165,a0i6g000006E9FdAAK,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1166,a0i6g000006E9YYAA0,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
1167,a0i6g000006E9m5AAC,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
1168,a0i6g000006E9t4AAC,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1169,a0i6g000006EBK3AAO,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1170,a0i6g000006ZpIRAA0,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1171,a0i6g000006hHrDAAU,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1172,a0i6g0000071eYaAAI,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
1173,a0i6g0000077rnIAAQ,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1174,a0i6g000007IunnAAC,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1175,a0i6g000007wQMXAA2,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1176,a0i6g0000089EacAAE,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1177,a0i6g0000089QFzAAM,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
1178,a0i6g0000089QHRAA2,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
1179,a0i6g0000089QQxAAM,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
1180,a0i6g0000089QZhAAM,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
1181,a0i6g0000089QaUAAU,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
1182,a0i6g000008BqYHAA0,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1183,a0i6g000008BqfgAAC,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1184,a0i6g000008BzUhAAK,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1185,a0i6g000008C4SRAA0,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1186,a0i6g000008C8riAAC,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1187,a0i6g000008EhHdAAK,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1188,a0i6g000008F5KfAAK,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1189,a0i6g000008FN3WAAW,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1190,a0i6g000008FRHKAA4,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
1191,a0i6g000008G5lNAAS,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
1192,a0i6g000008GK7fAAG,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1193,a0i6g000008IFIMAA4,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
1194,a0i6g000008IGzmAAG,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1195,a0i6g000008IPQoAAO,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1196,a0i6g000008LjPmAAK,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1197,a0i6g000008NFocAAG,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1198,a0i6g000008R4pvAAC,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1199,a0i6g000008Ry3NAAS,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1200,a0i6g000008SMBvAAO,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1201,a0i6g000008SezNAAS,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1202,a0i6g000008TvsWAAS,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1203,a0i6g000008UEnvAAG,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1204,a0i6g000008UW7fAAG,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1205,a0i6g000008UW9cAAG,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1206,a0i6g000008UWBDAA4,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1207,a0i6g000008UWGsAAO,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1208,a0i6g000008UWZ5AAO,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1209,a0i6g000008UWeOAAW,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1210,a0i6g000008UWhvAAG,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1211,a0i6g000008UXMPAA4,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1212,a0i6g000008UYHGAA4,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1213,a0i6g000008UYJ9AAO,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1214,a0i6g000008UYScAAO,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1215,a0i6g000008UYTmAAO,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1216,a0i6g000008UYyGAAW,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1217,a0i6g000008UZJYAA4,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1218,a0i6g000008UZNbAAO,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1219,a0i6g000008UZjvAAG,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1220,a0i6g000008Ua0SAAS,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1221,a0i6g000008Ua3QAAS,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1222,a0i6g000008UaVqAAK,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1223,a0i6g000008UbDVAA0,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1224,a0i6g000008UbF1AAK,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1225,a0i6g000008UbZyAAK,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1226,a0i6g000008Uc06AAC,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1227,a0i6g000008UcApAAK,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1228,a0i6g000008UcJKAA0,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1229,a0i6g000008UcsMAAS,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1230,a0i6g000008Ud1NAAS,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1231,a0i6g000008Ud7xAAC,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1232,a0i6g000008UeS0AAK,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1233,a0i6g000008Uf9XAAS,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1234,a0i6g000008UgWNAA0,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1235,a0i6g000008UgpzAAC,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1236,a0i6g000008UgxIAAS,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1237,a0i6g000008Uh1lAAC,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1238,a0i6g000008UhLzAAK,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1239,a0i6g000008UhxpAAC,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1240,a0i6g000008Ui7ZAAS,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1241,a0i6g000008Ui9FAAS,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1242,a0i6g000008UiRxAAK,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1243,a0i6g000008UiZTAA0,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1244,a0i6g000008UieFAAS,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1245,a0i6g000008Uj5xAAC,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1246,a0i6g000008Uj7BAAS,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1247,a0i6g000008UjPHAA0,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1248,a0i6g000008UjVhAAK,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1249,a0i6g000008UjZnAAK,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1250,a0i6g000008UjmrAAC,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1251,a0i6g000008UjvgAAC,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1252,a0i6g000008UlvMAAS,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1253,a0i6g000008UniiAAC,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1254,a0i6g000008UtL8AAK,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1255,a0i6g000008UtpsAAC,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1256,a0i6g000008UuFSAA0,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1257,a0i6g000008UuRyAAK,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1258,a0i6g000008UuSYAA0,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1259,a0i6g000008UufhAAC,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1260,a0i6g000008UujtAAC,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1261,a0i6g000008UumoAAC,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1262,a0i6g000008Uv90AAC,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1263,a0i6g000008UvTdAAK,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1264,a0i6g000008Uva0AAC,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1265,a0i6g000008Uvd0AAC,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1266,a0i6g000008UvgeAAC,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1267,a0i6g000008UvpDAAS,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1268,a0i6g000008Uvx7AAC,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1269,a0i6g000008UwU4AAK,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1270,a0i6g000008UwdrAAC,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1271,a0i6g000008UwuyAAC,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1272,a0i6g000008Ux0YAAS,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1273,a0i6g000008UxGhAAK,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1274,a0i6g000008UxbQAAS,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1275,a0i6g000008UxoZAAS,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1276,a0i6g000008UxobAAC,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1277,a0i6g000008UxseAAC,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1278,a0i6g000008Uxt6AAC,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1279,a0i6g000008Uy82AAC,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1280,a0i6g000008UyCiAAK,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1281,a0i6g000008UzHwAAK,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1282,a0i6g000008UzICAA0,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1283,a0i6g000008UzMLAA0,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1284,a0i6g000008UzSOAA0,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1285,a0i6g000008UztNAAS,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1286,a0i6g000008V0GgAAK,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1287,a0i6g000008V0JWAA0,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1288,a0i6g000008V0RmAAK,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1289,a0i6g000008V0VKAA0,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1290,a0i6g000008V0zPAAS,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1291,a0i6g000008V1CiAAK,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1292,a0i6g000008V1I3AAK,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1293,a0i6g000008V1ibAAC,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1294,a0i6g000008V1ieAAC,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1295,a0i6g000008V1kHAAS,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1296,a0i6g000008V1kiAAC,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1297,a0i6g000008V1tDAAS,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1298,a0i6g000008V24HAAS,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1299,a0i6g000008V27HAAS,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1300,a0i6g000008V39cAAC,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1301,a0i6g000008V3HkAAK,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1302,a0i6g000008V3YGAA0,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1303,a0i6g000008V3tqAAC,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1304,a0i6g000008V40xAAC,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1305,a0i6g000008V42GAAS,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1306,a0i6g000008V48OAAS,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1307,a0i6g000008V4rQAAS,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1308,a0i6g000008V4tEAAS,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1309,a0i6g000008V53xAAC,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1310,a0i6g000008V54BAAS,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1311,a0i6g000008V5ItAAK,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1312,a0i6g000008V5chAAC,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1313,a0i6g000008V5iLAAS,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1314,a0i6g000008V5mrAAC,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1315,a0i6g000008V5sCAAS,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1316,a0i6g000008V5sZAAS,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1317,a0i6g000008V5urAAC,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1318,a0i6g000008V5x8AAC,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1319,a0i6g000008V695AAC,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1320,a0i6g000008V6AbAAK,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1321,a0i6g000008V6hDAAS,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1322,a0i6g000008V6sKAAS,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1323,a0i6g000008V74yAAC,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1324,a0i6g000008V76xAAC,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1325,a0i6g000008V7EDAA0,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1326,a0i6g000008V7FVAA0,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1327,a0i6g000008V7KvAAK,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1328,a0i6g000008V7jSAAS,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1329,a0i6g000008V89vAAC,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1330,a0i6g000008V8kmAAC,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1331,a0i6g000008V8oPAAS,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1332,a0i6g000008V8viAAC,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1333,a0i6g000008V8yGAAS,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1334,a0i6g000008V96AAAS,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1335,a0i6g000008V9KtAAK,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1336,a0i6g000008V9P0AAK,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1337,a0i6g000008V9dTAAS,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1338,a0i6g000008V9e9AAC,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1339,a0i6g000008VAIDAA4,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1340,a0i6g000008VAk4AAG,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1341,a0i6g000008VArQAAW,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1342,a0i6g000008VC7aAAG,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1343,a0i6g000008VCY2AAO,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1344,a0i6g000008VCd7AAG,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1345,a0i6g000008VDdSAAW,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1346,a0i6g000008VDdVAAW,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1347,a0i6g000008VE1TAAW,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1348,a0i6g000008VE67AAG,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1349,a0i6g000008VECJAA4,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1350,a0i6g000008VEMWAA4,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1351,a0i6g000008VEUPAA4,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1352,a0i6g000008VErEAAW,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1353,a0i6g000008VFcOAAW,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1354,a0i6g000008VFthAAG,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1355,a0i6g000008VFuFAAW,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1356,a0i6g000008VFypAAG,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1357,a0i6g000008VG3mAAG,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1358,a0i6g000008VGsHAAW,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1359,a0i6g000008VHOlAAO,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1360,a0i6g000008VHX3AAO,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1361,a0i6g000008VHYiAAO,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1362,a0i6g000008VHbiAAG,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1363,a0i6g000008VHhuAAG,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1364,a0i6g000008VHtsAAG,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1365,a0i6g000008VI7NAAW,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1366,a0i6g000008VI9sAAG,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1367,a0i6g000008VIFIAA4,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1368,a0i6g000008VIMAAA4,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1369,a0i6g000008VIVnAAO,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1370,a0i6g000008VIYXAA4,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1371,a0i6g000008VIgiAAG,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1372,a0i6g000008VIlQAAW,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1373,a0i6g000008VIlUAAW,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1374,a0i6g000008VIplAAG,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1375,a0i6g000008VIwLAAW,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1376,a0i6g000008VJ0lAAG,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1377,a0i6g000008VJFOAA4,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1378,a0i6g000008VJLAAA4,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1379,a0i6g000008VJUqAAO,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1380,a0i6g000008VJZ3AAO,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1381,a0i6g000008VJgrAAG,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1382,a0i6g000008VJhLAAW,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1383,a0i6g000008VKD9AAO,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1384,a0i6g000008VKVjAAO,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1385,a0i6g000008VKfqAAG,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1386,a0i6g000008VKoLAAW,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1387,a0i6g000008VKrQAAW,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1388,a0i6g000008VL5aAAG,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1389,a0i6g000008VLOLAA4,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1390,a0i6g000008VLPRAA4,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1391,a0i6g000008VLXdAAO,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1392,a0i6g000008VLjMAAW,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1393,a0i6g000008VLjnAAG,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1394,a0i6g000008VLjzAAG,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1395,a0i6g000008VLtbAAG,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1396,a0i6g000008VM4sAAG,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1397,a0i6g000008VMAtAAO,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1398,a0i6g000008VMxsAAG,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
