_CustomObjectKey,id_titulo,Id_Serie,id_plano,Data_Pagamento_Resgate
21284365,98297,AA,"PUA24 ",2022-01-31
21284366,12569,AA,"36PUA ",2022-01-30
21284367,131501,AH,"PU36W ",2022-01-31
21284368,188206,AF,"PU36W ",2021-11-24
21284369,89616,AH,"PU36W ",2021-11-24
21284370,152790,AG,"PU36W ",2021-11-24
21284371,33433,AI,"PU36W ",2021-11-24
21284372,38448,AA,"A60PM ",2022-01-07
21284373,94640,AA,"A48PM ",2022-01-10
21284374,99552,AA,"PUB24 ",2022-02-10
21284375,390471,AA,"PM483 ",2022-02-10
21284376,40961,AA,"PM60C ",2022-01-20
21284377,34404,AB,"A60PM ",2022-02-07
21284378,193245,AA,"A60PM ",2021-12-16
21284379,158151,AA,"A60PM ",2021-12-14
21284380,308736,AA,"B48PM ",2021-12-12
21284381,86671,AA,"PUA24 ",2021-12-23
21284382,390813,AA,"PM488 ",2022-02-14
21284383,24984,AA,"36PUA ",2022-02-14
21284384,22775,AA,"36PUA ",2022-02-12
21284385,6915,AA,PU001Q,2022-02-13
21284386,15508,AA,PU002D,2022-02-14
21284387,157406,AA,"A48PM ",2022-03-08
21284388,605877,AC,"PU369 ",2018-12-23
21284389,322711,AD,"PU367 ",2018-12-23
21284390,606928,AC,"PU369 ",2018-12-24
21284391,815351,AB,"PU368 ",2018-12-23
21284392,813995,AB,"PU368 ",2018-12-22
21284393,321818,AD,"PU368 ",2018-12-23
21284394,314427,AD,"PU368 ",2018-12-22
21284395,601664,AC,"PU368 ",2018-12-22
21284396,324157,AD,"PU369 ",2018-12-23
21284397,601004,AC,"PU368 ",2018-12-22
21284398,316742,AD,"PU368 ",2018-12-22
21284399,328221,AD,"PU368 ",2018-12-24
21284400,325111,AD,"PU368 ",2018-12-23
21284401,33532,AA,"PM607 ",2018-12-01
21284402,293292,AA,"PM488 ",2018-11-10
21284403,12435,AA,"PU48A ",2018-12-03
21284404,324947,AA,"PM48G ",2018-12-02
21284405,804718,AB,"PU369 ",2018-12-11
21284406,805782,AB,"PU368 ",2018-12-11
21284407,578102,AC,"PU368 ",2018-12-11
21284408,275880,AD,"PU369 ",2018-12-11
21284409,805415,AB,"PU369 ",2018-12-11
21284410,271411,AD,"PU369 ",2018-12-11
21284411,271977,AD,"PU368 ",2018-12-11
21284412,271924,AD,"PU368 ",2018-12-11
21284413,275687,AD,"PU368 ",2018-12-11
21284414,2673959,AA,"PU12C ",2018-12-11
21284415,2674379,AA,"PU12C ",2018-12-11
21284416,161606,AG,"PU122 ",2018-12-11
21284417,102253,AH,"PU122 ",2018-12-11
21284418,42144,AI,"PU122 ",2018-12-11
21284419,102038,AH,"PU122 ",2018-12-11
21284420,102040,AH,"PU122 ",2018-12-11
21284421,18945,AA,"PU36W ",2018-12-24
21284422,19388,AA,"PU36W ",2018-12-24
21284423,105809,AE,"PU123 ",2018-12-23
21284424,104141,AE,"PU123 ",2018-12-22
21284425,105169,AE,"PU123 ",2018-12-22
21284426,49577,AI,"PU122 ",2018-12-22
21284427,21472,AB,"A60PM ",2022-02-15
21284428,394387,AA,"E48PM ",2022-02-15
21284429,107330,AA,"PUA24 ",2022-03-13
21284430,107268,AA,"PUA24 ",2022-03-13
21284431,107269,AA,"PUA24 ",2022-03-13
21284432,107293,AA,"PUA24 ",2022-03-13
21284433,43881,AA,"36PUA ",2022-03-12
21284434,149922,AH,"PU36W ",2022-03-14
21284435,90180,AI,"PU36W ",2022-03-14
21284436,42403,AA,"36PM2 ",2022-04-18
21284437,42147,AA,"36PM2 ",2022-04-15
21284438,441307,AA,"PM48F ",2022-04-15
21284439,112347,AA,"PUB24 ",2022-04-16
21284440,148096,AA,"36PU2 ",2022-04-18
21284441,147984,AA,"36PU2 ",2022-04-17
21284442,148321,AA,"36PU2 ",2022-04-18
21284443,148189,AA,"36PU2 ",2022-04-18
21284444,29253,AA,"A36PU ",2021-12-25
21284445,232931,AA,"PM48D ",2022-01-20
21284446,35172,AA,"36PM2 ",2022-01-20
21284447,126238,AH,"PU36W ",2022-01-20
21284448,4635,AK,"PU36W ",2022-01-20
21284449,71061,AA,"PMN48 ",2022-01-12
21284450,125832,AA,"PMI48 ",2022-01-12
21284451,110039,AA,"A60PM ",2022-01-03
21284452,98860,AA,"A60PM ",2022-01-21
21284453,133908,AA,"36PU1 ",2022-01-30
21284454,13209,AA,"36PUA ",2022-01-30
21284455,196271,AF,"PU36W ",2022-01-30
21284456,68783,AI,"PU36W ",2022-01-31
21284457,113610,AA,"F48PM ",2021-11-11
21284458,198963,AE,"PU36W ",2021-11-24
21284459,187975,AF,"PU36W ",2021-11-24
21284460,23734,AJ,"PU36W ",2022-01-31
21284461,798,AL,"PU36W ",2022-01-31
21284462,196332,AF,"PU36W ",2022-01-31
21284463,17539,AA,"A48PU ",2022-01-17
21284464,168587,AA,"PM363 ",2022-02-10
21284465,168594,AA,"PM363 ",2022-02-10
21284466,386744,AA,"PM483 ",2022-02-10
21284467,387448,AA,"PM483 ",2022-02-10
21284468,137237,AH,"PU36W ",2022-02-10
21284469,137664,AH,"PU36W ",2022-02-10
21284470,621164,AA,"PM604 ",2018-12-16
21284471,626185,AB,"PU36C ",2018-12-12
21284472,311014,AD,"PU367 ",2018-12-21
21284473,311400,AD,"PU368 ",2018-12-21
21284474,812910,AB,"PU368 ",2018-12-21
21284475,596801,AC,"PU368 ",2018-12-21
21284476,310830,AD,"PU368 ",2018-12-21
21284477,598144,AC,"PU368 ",2018-12-21
21284478,2682240,AA,"PU12C ",2018-12-21
21284479,2746974,AA,"PU12C ",2019-02-26
21284480,142639,AH,"PU122 ",2019-02-26
21284481,86706,AA,"PM488 ",2019-02-27
21284482,2818247,AA,"PU12C ",2019-03-27
21284483,97775,AI,"PU122 ",2019-03-27
21284484,154854,AH,"PU122 ",2019-03-27
21284485,44518,AJ,"PU122 ",2019-03-27
21284486,72981,AA,"PM363 ",2020-02-17
21284487,2841586,AA,"PU12C ",2019-04-10
21284488,2841758,AA,"PU12C ",2019-04-10
21284489,515260,AD,"PU369 ",2018-12-16
21284490,35572,AE,"PU368 ",2019-01-12
21284491,613147,AC,"PU368 ",2019-01-12
21284492,38070,AE,"PU368 ",2019-01-14
21284493,38662,AE,"PU369 ",2019-01-14
21284494,19352,AA,"PU12D ",2019-01-12
21284495,2712094,AA,"PU12C ",2019-01-12
21284496,51743,AA,"PUA36 ",2022-01-27
21284497,499118,AA,"PM488 ",2022-07-13
21284498,71176,AA,"A48PM ",2022-06-28
21284499,34532,AA,"A48PM ",2022-04-04
21284500,347747,AA,"A60PM ",2022-04-05
21284501,25814,AA,"PUA12 ",2022-04-09
21284502,25826,AA,"PUA12 ",2022-04-09
21284503,25827,AA,"PUA12 ",2022-04-09
21284504,111435,AA,"PUA24 ",2022-04-09
21284505,437226,AA,"PM488 ",2022-04-10
21284506,146093,AA,"36PU3 ",2022-04-10
21284507,145952,AA,"36PU3 ",2022-04-10
21284508,74431,AA,"36PUA ",2022-04-10
21284509,1358,AA,"PMJ48 ",2023-05-03
21284510,7627,AA,"B36PM ",2023-02-20
21284511,190016,AG,"PU36W ",2022-04-11
21284512,158988,AH,"PU36W ",2022-04-10
21284513,15536,AA,"C36PU ",2022-04-14
21284514,59235,AA,"A60PM ",2022-04-01
21284515,88439,AA,"A36PM ",2022-03-20
21284516,405118,AA,"A48PM ",2022-04-08
21284517,150636,AA,"36PU1 ",2022-04-26
21284518,89973,AA,"36PUA ",2022-04-26
21284519,89892,AA,"36PUA ",2022-04-26
21284520,207328,AA,"PUB36 ",2022-07-04
21284521,33187,AA,"B60PM ",2022-07-07
21284522,140448,AA,"PUA24 ",2022-07-14
21284523,423044,AA,"A48PM ",2022-06-25
21284524,140923,AA,"PUB24 ",2022-07-15
21284525,66815,AA,"PUA36 ",2022-07-18
21284526,419636,AA,"PM483 ",2022-07-16
21284527,142395,AA,"PUA24 ",2022-07-17
21284528,66486,AA,"PUA36 ",2022-07-17
21284529,107434,AB,"A60PM ",2022-07-11
21284530,288119,AA,"F48PM ",2022-06-11
21284531,327827,AA,"PM48G ",2021-12-05
21284532,155397,AA,"PM36F ",2021-12-05
21284533,2726605,AA,"PU12C ",2019-01-12
21284534,2722270,AA,"PU12C ",2019-01-12
21284535,2722456,AA,"PU12C ",2019-01-12
21284536,58559,AI,"PU122 ",2019-01-12
21284537,58562,AI,"PU122 ",2019-01-12
21284538,58454,AI,"PU122 ",2019-01-12
21284539,173559,AG,"PU122 ",2019-01-12
21284540,122214,AH,"PU122 ",2019-01-12
21284541,122228,AH,"PU122 ",2019-01-12
21284542,18568,AJ,"PU122 ",2019-01-12
21284543,115447,AA,"PM483 ",2019-02-01
21284544,496006,AB,"PU36H ",2019-01-25
21284545,24422,AA,"PM606 ",2019-01-28
21284546,216894,AA,"PM72P ",2019-02-10
21284547,39050,AA,"PM484 ",2019-02-10
21284548,33943,AA,"PM24D ",2019-02-10
21284549,2755493,AA,"PU12C ",2019-02-09
21284550,2762142,AA,"PU12C ",2019-02-09
21284551,55211,AA,"PU36W ",2019-02-10
21284552,55225,AA,"PU36W ",2019-02-10
21284553,43685,AF,"PU123 ",2019-02-10
21284554,74603,AI,"PU122 ",2019-02-09
21284555,26915,AJ,"PU122 ",2019-02-09
21284556,72314,AA,"36PU3 ",2019-02-04
21284557,394907,AA,"PM483 ",2019-02-20
21284558,394987,AA,"PM483 ",2019-02-20
21284559,85600,AE,"PU368 ",2019-02-26
