_CustomObjectKey,id,HC_Codigo_de_Retorno_de_Erro__c,Descricao_do_Retorno_de_Erro__c
1377,a0V6g0000062gQDEAY,AG,Agência/Conta Corrente/DV Inválido
1378,a0V6g0000062gQKEAY,AN,Conta Corrente/DV do Favorecido Inválido
1379,a0V6g0000062GQzEAM,AN,Conta Corrente/DV do Favorecido Inválido
1380,a0V6g0000062GR1EAM,AN,Conta Corrente/DV do Favorecido Inválido
1381,a0V6g0000062GR8EAM,AN,Conta Corrente/DV do Favorecido Inválido
1382,a0V6g0000062GRAEA2,AN,Conta Corrente/DV do Favorecido Inválido
1383,a0V6g0000062GRHEA2,AC,Tipo de Serviço Inválido
1384,a0V6g0000062GRJEA2,AC,Tipo de Serviço Inválido
1385,a0V6g0000062GROEA2,AG,Agência/Conta Corrente/DV Inválido
1386,a0V6g0000062gROEAY,AN,Conta Corrente/DV do Favorecido Inválido
1387,a0V6g0000062GRQEA2,AC,Tipo de Serviço Inválido
1388,a0V6g0000062GRZEA2,AC,Tipo de Serviço Inválido
1389,a0V6g0000062gUBEAY,02,Crédito ou Débito Cancelado pelo Pagador/Credor
1390,a0V6g0000062lzIEAQ,AC,Tipo de Serviço Inválido
1391,a0V6g0000062lZJEAY,AN,Conta Corrente/DV do Favorecido Inválido
1392,a0V6g0000062m0rEAA,AN,Conta Corrente/DV do Favorecido Inválido
1393,a0V6g0000062M3fEAE,AN,Conta Corrente/DV do Favorecido Inválido
1394,a0V6g0000062M3GEAU,AN,Conta Corrente/DV do Favorecido Inválido
1395,a0V6g0000062M3hEAE,AN,Conta Corrente/DV do Favorecido Inválido
1396,a0V6g0000062M3IEAU,AN,Conta Corrente/DV do Favorecido Inválido
1397,a0V6g0000062M3oEAE,AN,Conta Corrente/DV do Favorecido Inválido
1398,a0V6g0000062M3qEAE,AN,Conta Corrente/DV do Favorecido Inválido
1399,a0V6g0000062M3REAU,AN,Conta Corrente/DV do Favorecido Inválido
1400,a0V6g0000062M3vEAE,AN,Conta Corrente/DV do Favorecido Inválido
1401,a0V6g0000062M3WEAU,AN,Conta Corrente/DV do Favorecido Inválido
1402,a0V6g0000062M3xEAE,AN,Conta Corrente/DV do Favorecido Inválido
1403,a0V6g0000062M3YEAU,AN,Conta Corrente/DV do Favorecido Inválido
1404,a0V6g0000062M3zEAE,AG,Agência/Conta Corrente/DV Inválido
1405,a0V6g0000062M44EAE,AG,Agência/Conta Corrente/DV Inválido
1406,a0V6g0000062M46EAE,AC,Tipo de Serviço Inválido
1407,a0V6g0000062M4FEAU,AN,Conta Corrente/DV do Favorecido Inválido
1408,a0V6g0000062M4OEAU,AN,Conta Corrente/DV do Favorecido Inválido
1409,a0V6g0000062m4VEAQ,AN,Conta Corrente/DV do Favorecido Inválido
1410,a0V6g0000062m4XEAQ,AN,Conta Corrente/DV do Favorecido Inválido
1411,a0V6g0000062m9xEAA,AN,Conta Corrente/DV do Favorecido Inválido
1412,a0V6g0000062mA2EAI,AN,Conta Corrente/DV do Favorecido Inválido
1413,a0V6g0000062mA4EAI,AG,Agência/Conta Corrente/DV Inválido
1414,a0V6g0000062mAvEAI,AL,Código do Banco Favorecido ou Depositário Inválido
1415,a0V6g0000062omfEAA,AL,Código do Banco Favorecido ou Depositário Inválido
1416,a0V6g0000062omWEAQ,AL,Código do Banco Favorecido ou Depositário Inválido
1417,a0V6g0000062omyEAA,AG,Agência/Conta Corrente/DV Inválido
1418,a0V6g0000062omYEAQ,AL,Código do Banco Favorecido ou Depositário Inválido
1419,a0V6g0000062oNvEAI,AG,Agência/Conta Corrente/DV Inválido
1420,a0V6g0000062oo9EAA,AT,Tipo/Número de Inscrição do Favorecido Inválido
1421,a0V6g0000062ooBEAQ,AT,Tipo/Número de Inscrição do Favorecido Inválido
1422,a0V6g000006cyfeEAA,AN,Conta Corrente/DV do Favorecido Inválido
1423,a0V6g000006cyfgEAA,AG,Agência/Conta Corrente/DV Inválido
1424,a0V6g000006cyfnEAA,AN,Conta Corrente/DV do Favorecido Inválido
1425,a0V6g000006cyfpEAA,AN,Conta Corrente/DV do Favorecido Inválido
1426,a0V6g000006cyfwEAA,AN,Conta Corrente/DV do Favorecido Inválido
1427,a0V6g000006cyfyEAA,AN,Conta Corrente/DV do Favorecido Inválido
1428,a0V6g000006cyfZEAQ,02,Crédito ou Débito Cancelado pelo Pagador/Credor
1429,a0V6g000006cyg3EAA,AN,Conta Corrente/DV do Favorecido Inválido
1430,a0V6g000006cyg5EAA,AN,Conta Corrente/DV do Favorecido Inválido
1431,a0V6g000007Npv0EAC,02,Crédito ou Débito Cancelado pelo Pagador/Credor
1432,a0V6g000007Npv2EAC,AT,Tipo/Número de Inscrição do Favorecido Inválido
1433,a0V6g000007Npv7EAC,AN,Conta Corrente/DV do Favorecido Inválido
1434,a0V6g000007Npv9EAC,AN,Conta Corrente/DV do Favorecido Inválido
1435,a0V6g000007NpvfEAC,AN,Conta Corrente/DV do Favorecido Inválido
1436,a0V6g000007NpvGEAS,AN,Conta Corrente/DV do Favorecido Inválido
1437,a0V6g000007NpvhEAC,AN,Conta Corrente/DV do Favorecido Inválido
1438,a0V6g000007NpvIEAS,AN,Conta Corrente/DV do Favorecido Inválido
1439,a0V6g000007NpvoEAC,AN,Conta Corrente/DV do Favorecido Inválido
1440,a0V6g000007NpvPEAS,AG,Agência/Conta Corrente/DV Inválido
1441,a0V6g000007NpvqEAC,AT,Tipo/Número de Inscrição do Favorecido Inválido
1442,a0V6g000007NpvREAS,AC,Tipo de Serviço Inválido
1443,a0V6g000007NpvvEAC,AN,Conta Corrente/DV do Favorecido Inválido
1444,a0V6g000007NpvWEAS,AN,Conta Corrente/DV do Favorecido Inválido
1445,a0V6g000007NpvxEAC,AN,Conta Corrente/DV do Favorecido Inválido
1446,a0V6g000007NpvYEAS,AN,Conta Corrente/DV do Favorecido Inválido
1447,a0V6g000007NpvzEAC,AN,Conta Corrente/DV do Favorecido Inválido
1448,a0V6g000007Npw4EAC,AN,Conta Corrente/DV do Favorecido Inválido
1449,a0V6g000007Npw6EAC,AN,Conta Corrente/DV do Favorecido Inválido
1450,a0V6g000007Nr49EAC,AN,Conta Corrente/DV do Favorecido Inválido
1451,a0V6g000007Nr4aEAC,AN,Conta Corrente/DV do Favorecido Inválido
1452,a0V6g000007Nr4BEAS,AN,Conta Corrente/DV do Favorecido Inválido
1453,a0V6g000007Nr4GEAS,AN,Conta Corrente/DV do Favorecido Inválido
1454,a0V6g000007Nr4hEAC,AN,Conta Corrente/DV do Favorecido Inválido
1455,a0V6g000007Nr4IEAS,AC,Tipo de Serviço Inválido
1456,a0V6g000007Nr4jEAC,AN,Conta Corrente/DV do Favorecido Inválido
1457,a0V6g000007Nr4KEAS,AC,Tipo de Serviço Inválido
1458,a0V6g000007Nr4oEAC,AN,Conta Corrente/DV do Favorecido Inválido
1459,a0V6g000007Nr4PEAS,AN,Conta Corrente/DV do Favorecido Inválido
1460,a0V6g000007Nr4qEAC,AN,Conta Corrente/DV do Favorecido Inválido
1461,a0V6g000007Nr4REAS,AN,Conta Corrente/DV do Favorecido Inválido
1462,a0V6g000007Nr4xEAC,AN,Conta Corrente/DV do Favorecido Inválido
1463,a0V6g000007Nr4YEAS,AN,Conta Corrente/DV do Favorecido Inválido
1464,a0V6g000007Nr4zEAC,AN,Conta Corrente/DV do Favorecido Inválido
1465,a0V6g000007Nr56EAC,AN,Conta Corrente/DV do Favorecido Inválido
1466,a0V6g000007Nr58EAC,AG,Agência/Conta Corrente/DV Inválido
1467,a0V6g000007NR7oEAG,AN,Conta Corrente/DV do Favorecido Inválido
1468,a0V6g000007NUjtEAG,02,Crédito ou Débito Cancelado pelo Pagador/Credor
1469,a0V6g000007NUjvEAG,AN,Conta Corrente/DV do Favorecido Inválido
1470,a0V6g000007NUk0EAG,AG,Agência/Conta Corrente/DV Inválido
1471,a0V6g000007NUk2EAG,AC,Tipo de Serviço Inválido
1472,a0V6g000007NUmbEAG,AN,Conta Corrente/DV do Favorecido Inválido
1473,a0V6g000007NUmiEAG,AN,Conta Corrente/DV do Favorecido Inválido
1474,a0V6g000007NUmkEAG,AN,Conta Corrente/DV do Favorecido Inválido
1475,a0V6g000007NUmQEAW,AN,Conta Corrente/DV do Favorecido Inválido
1476,a0V6g000007NUmrEAG,AT,Tipo/Número de Inscrição do Favorecido Inválido
1477,a0V6g000007NUmSEAW,AN,Conta Corrente/DV do Favorecido Inválido
1478,a0V6g000007NUmtEAG,AN,Conta Corrente/DV do Favorecido Inválido
1479,a0V6g000007NUmUEAW,AN,Conta Corrente/DV do Favorecido Inválido
1480,a0V6g000007NUmZEAW,AN,Conta Corrente/DV do Favorecido Inválido
1481,a0V6g000007NUoxEAG,02,Crédito ou Débito Cancelado pelo Pagador/Credor
1482,a0V6g000007NUozEAG,AN,Conta Corrente/DV do Favorecido Inválido
1483,a0V6g000007NUp6EAG,AN,Conta Corrente/DV do Favorecido Inválido
1484,a0V6g000007NUp8EAG,AN,Conta Corrente/DV do Favorecido Inválido
1485,a0V6g000007NUpeEAG,AN,Conta Corrente/DV do Favorecido Inválido
1486,a0V6g000007NUpFEAW,AN,Conta Corrente/DV do Favorecido Inválido
1487,a0V6g000007NUpgEAG,AN,Conta Corrente/DV do Favorecido Inválido
1488,a0V6g000007NUpHEAW,AN,Conta Corrente/DV do Favorecido Inválido
1489,a0V6g000007NUplEAG,AN,Conta Corrente/DV do Favorecido Inválido
1490,a0V6g000007NUpMEAW,AG,Agência/Conta Corrente/DV Inválido
1491,a0V6g000007NUpnEAG,AN,Conta Corrente/DV do Favorecido Inválido
1492,a0V6g000007NUpOEAW,AG,Agência/Conta Corrente/DV Inválido
1493,a0V6g000007NUppEAG,AN,Conta Corrente/DV do Favorecido Inválido
1494,a0V6g000007NUpuEAG,AN,Conta Corrente/DV do Favorecido Inválido
1495,a0V6g000007NUpVEAW,AN,Conta Corrente/DV do Favorecido Inválido
1496,a0V6g000007NUpwEAG,AN,Conta Corrente/DV do Favorecido Inválido
1497,a0V6g000007NUpXEAW,AN,Conta Corrente/DV do Favorecido Inválido
1498,a0V6g000005eaStEAI,AN,Conta Corrente/DV do Favorecido Inválido
1499,a0V6g000005eaSuEAI,AN,Conta Corrente/DV do Favorecido Inválido
1500,a0V6g000005eaSvEAI,AN,Conta Corrente/DV do Favorecido Inválido
1501,a0V6g000005eaSwEAI,AN,Conta Corrente/DV do Favorecido Inválido
1502,a0V6g000005easZEAQ,AN,Conta Corrente/DV do Favorecido Inválido
1503,a0V6g000005eaT9EAI,AN,Conta Corrente/DV do Favorecido Inválido
1504,a0V6g000005eaTAEAY,AN,Conta Corrente/DV do Favorecido Inválido
1505,a0V6g000005eaTBEAY,AN,Conta Corrente/DV do Favorecido Inválido
1506,a0V6g000005eaTCEAY,AN,Conta Corrente/DV do Favorecido Inválido
1507,a0V6g000005eaTDEAY,AN,Conta Corrente/DV do Favorecido Inválido
1508,a0V6g000005eaTQEAY,AN,Conta Corrente/DV do Favorecido Inválido
1509,a0V6g000005eaUqEAI,AN,Conta Corrente/DV do Favorecido Inválido
1510,a0V6g000005eaUrEAI,AN,Conta Corrente/DV do Favorecido Inválido
1511,a0V6g000005eaUsEAI,AN,Conta Corrente/DV do Favorecido Inválido
1512,a0V6g000005eaV6EAI,AN,Conta Corrente/DV do Favorecido Inválido
1513,a0V6g000005eaV7EAI,AN,Conta Corrente/DV do Favorecido Inválido
1514,a0V6g000005eaV8EAI,AN,Conta Corrente/DV do Favorecido Inválido
1515,a0V6g000005eaV9EAI,AN,Conta Corrente/DV do Favorecido Inválido
1516,a0V6g000005eaVdEAI,AG,Agência/Conta Corrente/DV Inválido
1517,a0V6g000005eaVeEAI,AG,Agência/Conta Corrente/DV Inválido
1518,a0V6g000005eaVfEAI,AM,Agência Mantenedora da Conta Corrente do Favorecido Inválida
1519,a0V6g000005eaVgEAI,AG,Agência/Conta Corrente/DV Inválido
1520,a0V6g000005eaVNEAY,AN,Conta Corrente/DV do Favorecido Inválido
1521,a0V6g000005eaVOEAY,AN,Conta Corrente/DV do Favorecido Inválido
1522,a0V6g000005eaVPEAY,AN,Conta Corrente/DV do Favorecido Inválido
1523,a0V6g000005eaVQEAY,AN,Conta Corrente/DV do Favorecido Inválido
1524,a0V6g000005eaVuEAI,AN,Conta Corrente/DV do Favorecido Inválido
1525,a0V6g000005eaVvEAI,AN,Conta Corrente/DV do Favorecido Inválido
1526,a0V6g000005eavwEAA,AN,Conta Corrente/DV do Favorecido Inválido
1527,a0V6g000005eaVwEAI,AN,Conta Corrente/DV do Favorecido Inválido
1528,a0V6g000005eavxEAA,AM,Agência Mantenedora da Conta Corrente do Favorecido Inválida
1529,a0V6g000005eaVxEAI,AN,Conta Corrente/DV do Favorecido Inválido
1530,a0V6g000005eavyEAA,AM,Agência Mantenedora da Conta Corrente do Favorecido Inválida
1531,a0V6g000005eavzEAA,AG,Agência/Conta Corrente/DV Inválido
1532,a0V6g000005eaw0EAA,AM,Agência Mantenedora da Conta Corrente do Favorecido Inválida
1533,a0V6g000005eaWBEAY,AN,Conta Corrente/DV do Favorecido Inválido
1534,a0V6g000005eaWCEAY,AN,Conta Corrente/DV do Favorecido Inválido
1535,a0V6g000005eawDEAQ,AN,Conta Corrente/DV do Favorecido Inválido
1536,a0V6g000005eaWDEAY,AN,Conta Corrente/DV do Favorecido Inválido
1537,a0V6g000005eawEEAQ,AN,Conta Corrente/DV do Favorecido Inválido
1538,a0V6g000005eaWEEAY,AN,Conta Corrente/DV do Favorecido Inválido
1539,a0V6g000005eawFEAQ,AN,Conta Corrente/DV do Favorecido Inválido
1540,a0V6g000005eawGEAQ,AN,Conta Corrente/DV do Favorecido Inválido
1541,a0V6g000005eawkEAA,AN,Conta Corrente/DV do Favorecido Inválido
1542,a0V6g000005eawlEAA,AN,Conta Corrente/DV do Favorecido Inválido
1543,a0V6g000005eawmEAA,AN,Conta Corrente/DV do Favorecido Inválido
1544,a0V6g000005eawnEAA,AN,Conta Corrente/DV do Favorecido Inválido
1545,a0V6g000005eawoEAA,AN,Conta Corrente/DV do Favorecido Inválido
1546,a0V6g000005eawVEAQ,AN,Conta Corrente/DV do Favorecido Inválido
1547,a0V6g000005eawWEAQ,AN,Conta Corrente/DV do Favorecido Inválido
1548,a0V6g000005eawXEAQ,AN,Conta Corrente/DV do Favorecido Inválido
1549,a0V6g000005eax1EAA,AN,Conta Corrente/DV do Favorecido Inválido
1550,a0V6g000005eax2EAA,AN,Conta Corrente/DV do Favorecido Inválido
1551,a0V6g000005eax3EAA,AN,Conta Corrente/DV do Favorecido Inválido
1552,a0V6g000005eax4EAA,AN,Conta Corrente/DV do Favorecido Inválido
1553,a0V6g000005eaXaEAI,AN,Conta Corrente/DV do Favorecido Inválido
1554,a0V6g000005eaXbEAI,AN,Conta Corrente/DV do Favorecido Inválido
1555,a0V6g000005eaXcEAI,AN,Conta Corrente/DV do Favorecido Inválido
1556,a0V6g000005eaxIEAQ,AN,Conta Corrente/DV do Favorecido Inválido
1557,a0V6g000005eaxJEAQ,AN,Conta Corrente/DV do Favorecido Inválido
1558,a0V6g000005eaXJEAY,AN,Conta Corrente/DV do Favorecido Inválido
1559,a0V6g000005eaxKEAQ,AN,Conta Corrente/DV do Favorecido Inválido
1560,a0V6g000005eaXKEAY,AN,Conta Corrente/DV do Favorecido Inválido
1561,a0V6g000005eaxLEAQ,AT,Tipo/Número de Inscrição do Favorecido Inválido
1562,a0V6g000005eaXLEAY,AN,Conta Corrente/DV do Favorecido Inválido
1563,a0V6g000005eaXMEAY,AN,Conta Corrente/DV do Favorecido Inválido
1564,a0V6g000005eaXNEAY,AN,Conta Corrente/DV do Favorecido Inválido
1565,a0V6g000005eaXrEAI,AN,Conta Corrente/DV do Favorecido Inválido
1566,a0V6g000005eaXsEAI,AN,Conta Corrente/DV do Favorecido Inválido
1567,a0V6g000005eaXtEAI,AN,Conta Corrente/DV do Favorecido Inválido
1568,a0V6g000005eaXuEAI,AN,Conta Corrente/DV do Favorecido Inválido
1569,a0V6g000005eaz9EAA,AT,Tipo/Número de Inscrição do Favorecido Inválido
1570,a0V6g000005eazAEAQ,AT,Tipo/Número de Inscrição do Favorecido Inválido
1571,a0V6g000005eazBEAQ,AT,Tipo/Número de Inscrição do Favorecido Inválido
1572,a0V6g000005eaZcEAI,AM,Agência Mantenedora da Conta Corrente do Favorecido Inválida
1573,a0V6g000005eazCEAQ,AN,Conta Corrente/DV do Favorecido Inválido
1574,a0V6g000005eaZdEAI,AM,Agência Mantenedora da Conta Corrente do Favorecido Inválida
1575,a0V6g000005eaZfEAI,AM,Agência Mantenedora da Conta Corrente do Favorecido Inválida
1576,a0V6g000005eazgEAA,AN,Conta Corrente/DV do Favorecido Inválido
1577,a0V6g000005eazhEAA,AN,Conta Corrente/DV do Favorecido Inválido
1578,a0V6g000005eaziEAA,AN,Conta Corrente/DV do Favorecido Inválido
1579,a0V6g000005eazjEAA,AN,Conta Corrente/DV do Favorecido Inválido
1580,a0V6g000005eazPEAQ,AT,Tipo/Número de Inscrição do Favorecido Inválido
1581,a0V6g000005eazQEAQ,AT,Tipo/Número de Inscrição do Favorecido Inválido
1582,a0V6g000005eazREAQ,AT,Tipo/Número de Inscrição do Favorecido Inválido
1583,a0V6g000005eaZsEAI,AM,Agência Mantenedora da Conta Corrente do Favorecido Inválida
1584,a0V6g000005eazSEAQ,AT,Tipo/Número de Inscrição do Favorecido Inválido
1585,a0V6g000005eaZtEAI,AM,Agência Mantenedora da Conta Corrente do Favorecido Inválida
1586,a0V6g000005eaZuEAI,AM,Agência Mantenedora da Conta Corrente do Favorecido Inválida
1587,a0V6g000005eaZvEAI,AM,Agência Mantenedora da Conta Corrente do Favorecido Inválida
1588,a0V6g000005eazxEAA,AG,Agência/Conta Corrente/DV Inválido
1589,a0V6g000005eazyEAA,AN,Conta Corrente/DV do Favorecido Inválido
1590,a0V6g000005eazzEAA,AN,Conta Corrente/DV do Favorecido Inválido
1591,a0V6g000005eb00EAA,AN,Conta Corrente/DV do Favorecido Inválido
1592,a0V6g000005eb0DEAQ,AN,Conta Corrente/DV do Favorecido Inválido
1593,a0V6g000005eb0EEAQ,AN,Conta Corrente/DV do Favorecido Inválido
1594,a0V6g000005eb0FEAQ,AN,Conta Corrente/DV do Favorecido Inválido
1595,a0V6g000005eb0GEAQ,AN,Conta Corrente/DV do Favorecido Inválido
1596,a0V6g000005eb0lEAA,AN,Conta Corrente/DV do Favorecido Inválido
1597,a0V6g000005eb0mEAA,AN,Conta Corrente/DV do Favorecido Inválido
1598,a0V6g000005eb0nEAA,AN,Conta Corrente/DV do Favorecido Inválido
1599,a0V6g000005eb0oEAA,AT,Tipo/Número de Inscrição do Favorecido Inválido
1600,a0V6g000005eb0UEAQ,AN,Conta Corrente/DV do Favorecido Inválido
1601,a0V6g000005eb0VEAQ,AN,Conta Corrente/DV do Favorecido Inválido
1602,a0V6g000005eb0WEAQ,AN,Conta Corrente/DV do Favorecido Inválido
1603,a0V6g000005eb0XEAQ,AN,Conta Corrente/DV do Favorecido Inválido
1604,a0V6g000005eb12EAA,AC,Tipo de Serviço Inválido
1605,a0V6g000005eb13EAA,AN,Conta Corrente/DV do Favorecido Inválido
1606,a0V6g000005eb14EAA,AN,Conta Corrente/DV do Favorecido Inválido
1607,a0V6g000005eb1aEAA,AN,Conta Corrente/DV do Favorecido Inválido
1608,a0V6g000005eb1bEAA,AN,Conta Corrente/DV do Favorecido Inválido
1609,a0V6g000005eb1cEAA,AN,Conta Corrente/DV do Favorecido Inválido
1610,a0V6g000005eb1IEAQ,AN,Conta Corrente/DV do Favorecido Inválido
1611,a0V6g000005eb1JEAQ,AN,Conta Corrente/DV do Favorecido Inválido
1612,a0V6g000005eb1KEAQ,AN,Conta Corrente/DV do Favorecido Inválido
1613,a0V6g000005eb1LEAQ,AN,Conta Corrente/DV do Favorecido Inválido
1614,a0V6g000005eb1ZEAQ,AN,Conta Corrente/DV do Favorecido Inválido
1615,a0V6g000005eb4nEAA,AN,Conta Corrente/DV do Favorecido Inválido
1616,a0V6g000005eb4oEAA,AN,Conta Corrente/DV do Favorecido Inválido
1617,a0V6g000005eb4pEAA,AN,Conta Corrente/DV do Favorecido Inválido
1618,a0V6g000005eb4qEAA,AN,Conta Corrente/DV do Favorecido Inválido
1619,a0V6g000005eb53EAA,AN,Conta Corrente/DV do Favorecido Inválido
1620,a0V6g000005eb54EAA,AN,Conta Corrente/DV do Favorecido Inválido
1621,a0V6g000005eb55EAA,AN,Conta Corrente/DV do Favorecido Inválido
1622,a0V6g000005eb56EAA,AN,Conta Corrente/DV do Favorecido Inválido
1623,a0V6g000005eb57EAA,AN,Conta Corrente/DV do Favorecido Inválido
1624,a0V6g000005eb5bEAA,AN,Conta Corrente/DV do Favorecido Inválido
1625,a0V6g000005eb5cEAA,AN,Conta Corrente/DV do Favorecido Inválido
1626,a0V6g000005eb5dEAA,AN,Conta Corrente/DV do Favorecido Inválido
1627,a0V6g000005eb5eEAA,AN,Conta Corrente/DV do Favorecido Inválido
1628,a0V6g000005eb5KEAQ,AG,Agência/Conta Corrente/DV Inválido
1629,a0V6g000005eb5LEAQ,AN,Conta Corrente/DV do Favorecido Inválido
1630,a0V6g000005eb5MEAQ,AN,Conta Corrente/DV do Favorecido Inválido
1631,a0V6g000005eb5NEAQ,AN,Conta Corrente/DV do Favorecido Inválido
1632,a0V6g000005eb5sEAA,AC,Tipo de Serviço Inválido
1633,a0V6g000005eb5tEAA,AC,Tipo de Serviço Inválido
1634,a0V6g000006conuEAA,AC,Tipo de Serviço Inválido
1635,a0V6g000006convEAA,AC,Tipo de Serviço Inválido
1636,a0V6g000006conwEAA,AC,Tipo de Serviço Inválido
1637,a0V6g000006conxEAA,AC,Tipo de Serviço Inválido
1638,a0V6g000006ctpLEAQ,AN,Conta Corrente/DV do Favorecido Inválido
1639,a0V6g000006ctpMEAQ,AN,Conta Corrente/DV do Favorecido Inválido
1640,a0V6g000006ctpNEAQ,AG,Agência/Conta Corrente/DV Inválido
1641,a0V6g000006ctpOEAQ,AC,Tipo de Serviço Inválido
1642,a0V6g000006cwu4EAA,AC,Tipo de Serviço Inválido
1643,a0V6g000006cwu5EAA,AN,Conta Corrente/DV do Favorecido Inválido
1644,a0V6g000006cwu6EAA,AN,Conta Corrente/DV do Favorecido Inválido
1645,a0V6g000006cwu7EAA,AN,Conta Corrente/DV do Favorecido Inválido
1646,a0V6g000006cwuKEAQ,AN,Conta Corrente/DV do Favorecido Inválido
1647,a0V6g000006cwuLEAQ,AN,Conta Corrente/DV do Favorecido Inválido
1648,a0V6g000006cwuMEAQ,AG,Agência/Conta Corrente/DV Inválido
1649,a0V6g000006cwuNEAQ,AC,Tipo de Serviço Inválido
1650,a0V6g000006cwuOEAQ,02,Crédito ou Débito Cancelado pelo Pagador/Credor
1651,a0V6g0000062GQxEAM,AN,Conta Corrente/DV do Favorecido Inválido
1652,a0V6g0000062GQyEAM,AN,Conta Corrente/DV do Favorecido Inválido
1653,a0V6g0000062gr7EAA,AL,Código do Banco Favorecido ou Depositário Inválido
1654,a0V6g0000062gR9EAI,02,Crédito ou Débito Cancelado pelo Pagador/Credor
1655,a0V6g0000062gRAEAY,02,Crédito ou Débito Cancelado pelo Pagador/Credor
1656,a0V6g0000062GRCEA2,AN,Conta Corrente/DV do Favorecido Inválido
1657,a0V6g0000062GRDEA2,AN,Conta Corrente/DV do Favorecido Inválido
1658,a0V6g0000062GREEA2,AN,Conta Corrente/DV do Favorecido Inválido
1659,a0V6g0000062GRFEA2,AG,Agência/Conta Corrente/DV Inválido
1660,a0V6g0000062GRSEA2,AN,Conta Corrente/DV do Favorecido Inválido
1661,a0V6g0000062grTEAQ,02,Crédito ou Débito Cancelado pelo Pagador/Credor
1662,a0V6g0000062grUEAQ,02,Crédito ou Débito Cancelado pelo Pagador/Credor
1663,a0V6g0000062gsnEAA,AN,Conta Corrente/DV do Favorecido Inválido
1664,a0V6g0000062m24EAA,AG,Agência/Conta Corrente/DV Inválido
1665,a0V6g0000062M3DEAU,AL,Código do Banco Favorecido ou Depositário Inválido
1666,a0V6g0000062M3EEAU,AN,Conta Corrente/DV do Favorecido Inválido
1667,a0V6g0000062m3HEAQ,AN,Conta Corrente/DV do Favorecido Inválido
1668,a0V6g0000062M3jEAE,AN,Conta Corrente/DV do Favorecido Inválido
1669,a0V6g0000062M3kEAE,AN,Conta Corrente/DV do Favorecido Inválido
1670,a0V6g0000062M3lEAE,AN,Conta Corrente/DV do Favorecido Inválido
1671,a0V6g0000062M3mEAE,AN,Conta Corrente/DV do Favorecido Inválido
1672,a0V6g0000062M3SEAU,AN,Conta Corrente/DV do Favorecido Inválido
1673,a0V6g0000062M3TEAU,AN,Conta Corrente/DV do Favorecido Inválido
1674,a0V6g0000062m3XEAQ,AL,Código do Banco Favorecido ou Depositário Inválido
1675,a0V6g0000062M40EAE,AG,Agência/Conta Corrente/DV Inválido
1676,a0V6g0000062M41EAE,AG,Agência/Conta Corrente/DV Inválido
1677,a0V6g0000062M42EAE,AG,Agência/Conta Corrente/DV Inválido
1678,a0V6g0000062M43EAE,AG,Agência/Conta Corrente/DV Inválido
1679,a0V6g0000062M4GEAU,AN,Conta Corrente/DV do Favorecido Inválido
1680,a0V6g0000062M4KEAU,AC,Tipo de Serviço Inválido
1681,a0V6g0000062m4ZEAQ,AN,Conta Corrente/DV do Favorecido Inválido
1682,a0V6g0000062m9XEAQ,AN,Conta Corrente/DV do Favorecido Inválido
1683,a0V6g0000062m9yEAA,AN,Conta Corrente/DV do Favorecido Inválido
1684,a0V6g0000062m9YEAQ,AN,Conta Corrente/DV do Favorecido Inválido
1685,a0V6g0000062m9zEAA,AG,Agência/Conta Corrente/DV Inválido
1686,a0V6g0000062mA0EAI,AG,Agência/Conta Corrente/DV Inválido
1687,a0V6g0000062mA1EAI,AN,Conta Corrente/DV do Favorecido Inválido
1688,a0V6g0000062omiEAA,AN,Conta Corrente/DV do Favorecido Inválido
1689,a0V6g0000062omSEAQ,AL,Código do Banco Favorecido ou Depositário Inválido
1690,a0V6g0000062omTEAQ,AL,Código do Banco Favorecido ou Depositário Inválido
1691,a0V6g0000062omUEAQ,AL,Código do Banco Favorecido ou Depositário Inválido
1692,a0V6g0000062omwEAA,AN,Conta Corrente/DV do Favorecido Inválido
1693,a0V6g0000062ooCEAQ,AT,Tipo/Número de Inscrição do Favorecido Inválido
1694,a0V6g0000062ooDEAQ,AT,Tipo/Número de Inscrição do Favorecido Inválido
1695,a0V6g0000062ooEEAQ,AT,Tipo/Número de Inscrição do Favorecido Inválido
1696,a0V6g0000062ooFEAQ,AT,Tipo/Número de Inscrição do Favorecido Inválido
1697,a0V6g000006cyfiEAA,AC,Tipo de Serviço Inválido
1698,a0V6g000006cyfjEAA,AC,Tipo de Serviço Inválido
1699,a0V6g000006cyflEAA,AN,Conta Corrente/DV do Favorecido Inválido
1700,a0V6g000006cyfzEAA,AN,Conta Corrente/DV do Favorecido Inválido
1701,a0V6g000006cyg0EAA,AN,Conta Corrente/DV do Favorecido Inválido
1702,a0V6g000006cyg1EAA,AN,Conta Corrente/DV do Favorecido Inválido
1703,a0V6g000006cyg2EAA,AN,Conta Corrente/DV do Favorecido Inválido
1704,a0V6g000006cygGEAQ,AN,Conta Corrente/DV do Favorecido Inválido
1705,a0V6g000006cygHEAQ,AN,Conta Corrente/DV do Favorecido Inválido
1706,a0V6g000007Npv3EAC,AN,Conta Corrente/DV do Favorecido Inválido
1707,a0V6g000007Npv4EAC,AN,Conta Corrente/DV do Favorecido Inválido
1708,a0V6g000007Npv5EAC,AN,Conta Corrente/DV do Favorecido Inválido
